DO,42,MaintenanceReq
DO,44,OverDripPan
DO,45,Carr 1 PrtPrsDry
DO,46,Carr 2 PrtPrsDry
DO,47,RailGrpRunning
DO,48,RailGrpPaused
DO,49,@Home
DO,50,@Maintenance
DO,51,ClrofMach 1
DO,52,ClrofMach 2
DO,53,ClrofMach 3
DO,54,ClrofMach 4
DO,55,ClrofMach 5
DO,56,ClrofMach 6
DO,57,ClrofMach 7
DO,58,ClrofStaID 10
DO,59,ClrofStaID 11
DO,60,ClrofStaID 12
DO,61,ClrofStaID 13
DO,62,ClrofStaID 14
DO,63,ClrofStaID 17
DO,64,ClrofStaID 18
DO,65,TaskStopUnxpctd
DO,66,BadPLCInput
DO,67,CollDetected
DO,68,UserInputReq
DO,69,AirNot OK
DO,70,StyleError
DO,71,Auto T1 in T1
DO,72,TPEStopPressed
DO,73,OPEStopPressed
DO,74,ServoOff
DO,75,FenceOpen
DO,76,BadPartOrient
DO,77,SwitchFail
DO,78,SpareFault
DO,79,SpareFault
DO,80,SpareFault
DO,81,PartStyleACKBit 1
DO,82,PartStyleACKBit 2
DO,83,PartStyleACKBit 3
DO,84,PartStyleACKBit 4
DO,85,PartStyleACKBit 5
DO,86,PartStyleACKBit 6
DO,87,PartStyleACKBit 7
DO,88,PartStyleACKBit 8
DO,89,UnldStaACKBit 1
DO,90,UnldStaACKBit 2
DO,91,UnldStaACKBit 3
DO,92,UnldStaACKBit 4
DO,93,UnldStaACKBit 5
DO,94,UnldStaACKBit 6
DO,95,UnldStaACKBit 7
DO,96,UnldStaACKBit 8
DO,97,UnldLocACKBit 1
DO,98,UnldLocACKBit 2
DO,99,UnldLocACKBit 3
DO,100,UnldLocACKBit 4
DO,101,UnldLocACKBit 5
DO,102,UnldLocACKBit 6
DO,103,UnldLocACKBit 7
DO,104,UnldLocACKBit 8
DO,105,LoadStaACKBit 1
DO,106,LoadStaACKBit 2
DO,107,LoadStaACKBit 3
DO,108,LoadStaACKBit 4
DO,109,LoadStaACKBit 5
DO,110,LoadStaACKBit 6
DO,111,LoadStaACKBit 7
DO,112,LoadStaACKBit 8
DO,113,LoadLocACKBit 1
DO,114,LoadLocACKBit 2
DO,115,LoadLocACKBit 3
DO,116,LoadLocACKBit 4
DO,117,LoadLocACKBit 5
DO,118,LoadLocACKBit 6
DO,119,LoadLocACKBit 7
DO,120,LoadLocACKBit 8
DO,121,ApplFaultBit 1
DO,122,ApplFaultBit 2
DO,123,ApplFaultBit 3
DO,124,ApplFaultBit 4
DO,125,ApplFaultBit 5
DO,126,ApplFaultBit 6
DO,127,ApplFaultBit 7
DO,128,ApplFaultBit 8
DO,129,OvrdSpdEchBit 1
DO,130,OvrdSpdEchBit 2
DO,131,OvrdSpdEchBit 3
DO,132,OvrdSpdEchBit 4
DO,133,OvrdSpdEchBit 5
DO,134,OvrdSpdEchBit 6
DO,135,OvrdSpdEchBit 7
DO,136,OvrdSpdEchBit 8
DO,137,RailPosBit 1
DO,138,RailPosBit 2
DO,139,RailPosBit 3
DO,140,RailPosBit 4
DO,141,RailPosBit 5
DO,142,RailPosBit 6
DO,143,RailPosBit 7
DO,144,RailPosBit 8
DO,145,RailPosBit 9
DO,146,RailPosBit 10
DO,147,RailPosBit 11
DO,148,RailPosBit 12
DO,149,RailPosBit 13
DO,150,RailPosBit 14
DO,151,RailPosBit 15
DO,152,RailPosBit 16
DO,153,GripOpen
DO,154,GripClosed
DO,155,CarrLoadReq
DO,156,GripPartPres
DO,157,ReqIntfZn 1
DO,158,ReqIntfZn 2
DO,159,ReqIntfZn 3
DO,160,ReqIntfZn 4
DO,161,ReqIntfZn 5
DO,162,ReqIntfZn 6
DO,163,ClrIntrZn 1
DO,164,ClrIntrZn 2
DO,165,ClrIntrZn 3
DO,166,ClrIntrZn 4
DO,167,ClrIntrZn 5
DO,168,ClrIntrZn 6
DO,169,LoadCarrACKBit 1
DO,170,LoadCarrACKBit 2
DO,171,LoadCarrACKBit 3
DO,172,LoadCarrACKBit 4
DO,173,LoadCarrACKBit 5
DO,174,LoadCarrACKBit 6
DO,175,LoadCarrACKBit 7
DO,176,LoadCarrACKBit 8
DO,177,UnldCarrACKBit 1
DO,178,UnldCarrACKBit 2
DO,179,UnldCarrACKBit 3
DO,180,UnldCarrACKBit 4
DO,181,UnldCarrACKBit 5
DO,182,UnldCarrACKBit 6
DO,183,UnldCarrACKBit 7
DO,184,UnldCarrACKBit 8
DO,185,ApplFltAnswdACK
DO,186,RailInMotion
DO,187,TempClrIntZn1
DO,188,TempClrIntZn2
DO,189,TempClrIntZn3
DO,190,TempClrIntZn4
DO,191,TempClrIntZn5
DO,192,TempClrIntZn6
DO,257,Arm@Home
DO,258,Arm@Maint
DO,259,Reserved
DO,260,Reserved
DO,261,Reserved
DO,262,ApplicationFault
DO,263,SystemPrompt
DO,325,AlwUnderDripPan
DO,326,AllowMaint
DO,327,AllowOP140-1
DO,328,AllowOP140-2&3
DO,329,DCSNSI5
DO,330,AllowInfdBuff1-4
DO,331,AllowInfdBuff5-8
DO,332,AllowIntZn4
DO,333,OP127SafetyOK
DO,334,OP137SafetyOK
DO,335,AllowIntZn3
DO,336,AllowBack
DO,337,DCSNSI13
DO,338,DCSNSI14
DO,339,DCSNSI15
DO,340,DCSNSI16
RI,1,Grip 1 Unclmpd
RI,2,Grip 1 ClmponPrt
RI,3,Grip 2 Unclmpd
RI,4,Gripr2 ClmponPrt
RI,5,Grip 3 Unclmpd
RI,6,Gripr3 ClmponPrt
RI,7,GripPartPres
RO,1,UnclampGrip 1
RO,2,ClampGrip 1
GI,1,LoadLocID
GI,3,UnldStaID
GI,4,UnldLocID
GI,5,LoadStaID
GI,6,LoadLocID
GI,7,ApplFltAnswer
GI,8,OvrrdSpeed
GI,10,LoadCarrID
GI,11,UnldCarrID
GO,1,PartStyleACK
GO,3,UnldStaIDACK
GO,4,UnldLocIDACK
GO,5,LoadStaIDACK
GO,6,LoadLocIDACK
GO,7,ApplFault
GO,8,OvrrdSpdEcho
GO,9,RailPosition
GO,10,LoadCarrIDACK
GO,11,UnldCarrIDACK
UI,1,*ImmediateStop
UI,2,*Hold
UI,3,*SafeSpeed
UI,4,*CycleStop
UI,5,FaultReset
UI,6,CycleStart
UI,7,ToHome
UI,8,MotionEnable
UO,1,CommandEnable
UO,2,SystemReady
UO,3,ProgramRunning
UO,4,ProgramPaused
UO,5,MotionHeld
UO,6,Faulted
UO,7,NotUsed
UO,8,TP Enabled
R,1,CurrMach#
R,2,MaintinAuto
R,6,ReturnfromRdy
R,7,MoveOutofSta
R,9,LoadCarr 1 Reqd
R,10,LoadCarr 2 Reqd
R,11,Carr 1 PartPres
R,12,Carr 2 PartPres
R,13,CarrFlagOff
R,14,RailTermType
R,15,RailPosition
R,16,Reserved
R,17,Reserved
R,20,RailTaskStatus
R,21,RailCurrSta#
R,22,RailDestSta#
R,23,CurrSta#
R,24,RFIDRequired
R,27,MachUFrame#
R,28,CarrLoadPR#
R,29,CarrUnloadPR#
R,30,StaClearDO#
R,31,StaPerchPR#
R,32,LoadStaPR#
R,33,UnldStaPR#
R,34,TempMachType
R,35,LoadtoCarr#
R,36,UnldfromCarr#
R,37,MachOrient R#
R,38,Reserved
R,39,Reserved
R,40,NewPartStyle
R,41,Reserved
R,42,MaxPartStyles
R,43,CurrPartStyle
R,44,CurrCarrFixt#
R,45,Cell OP#
R,46,MaxMachTypes
R,47,Reserved
R,50,UnldSta#
R,51,UnldLoc#
R,52,MaxUnldStas
R,53,MaxUnldLocs
R,54,LastSta#
R,55,LoadSta#
R,56,LoadLoc#
R,57,MaxLoadStas
R,58,MaxLoadLocs
R,59,CnvSameLd/Ul
R,60,Reserved
R,61,Grip 1 PartStat
R,62,Grip 2 PartStat
R,63,Reserved
R,64,Carr 1 PartStat
R,65,Carr 2 PartStat
R,66,TempOp
R,67,Scratch #1
R,68,Scratch #2
R,69,Scratch #3
R,70,Reserved
R,71,MachADumpTime
R,72,MachBDumpTime
R,73,MachCDumpTime
R,74,MachDDumpTime
